Year,Category,Film,FilmId,Nominees,Winner
1957,British Screenplay,Smiley,,"Moore Raymond, Anthony Kimmins",FALSE
1957,British Screenplay,Three Men In A Boat,,"Hubert Gregg, Vernon Harris",FALSE
1957,British Screenplay,A Town Like Alice,,"WP Lipscomb, Richard Mason",FALSE
1957,British Screenplay,Yield To The Night,,"John Cresswell, Joan Henry",FALSE
1957,Documentary,On The Bowery,,,TRUE
1957,Documentary,Foothold In Antarctica,,,FALSE
1957,Documentary,Generator 4,,,FALSE
1957,Documentary,The Silent World (Le Monde Du Silence),,,FALSE
1957,Documentary,Under The Same Sky,,,FALSE
1957,Film From Any Source,Gervaise,,,TRUE
1957,Film From Any Source,Friends For Life (Amici Per La Pelle),,,FALSE
1957,Film From Any Source,Baby Doll,,,FALSE
1957,Film From Any Source,The Battle Of The River Plate,,,FALSE
1957,Film From Any Source,The Unfrocked One (Le Défroqué),,,FALSE
1957,Film From Any Source,The Grasshopper (Poprigunya),,,FALSE
1957,Film From Any Source,Guys And Dolls,,,FALSE
1957,Film From Any Source,The Killing,,,FALSE
1957,Film From Any Source,The Man Who Never Was,,,FALSE
1957,Film From Any Source,The Man With The Golden Arm,,,FALSE
1957,Film From Any Source,Picnic,,,FALSE
1957,Film From Any Source,Reach For The Sky,,,FALSE
1957,Film From Any Source,Rebel Without A Cause,,,FALSE
1957,Film From Any Source,The Shadow,,,FALSE
1957,Film From Any Source,Smiles Of A Summer Night (Sommarnattens Leende),,,FALSE
1957,Film From Any Source,A Town Like Alice,,,FALSE
1957,Film From Any Source,The Trouble With Harry,,,FALSE
1957,Film From Any Source,War And Peace,,,FALSE
1957,Film From Any Source,Yield To The Night,,,FALSE
1957,Foreign Actor,François Périer,,Gervaise,TRUE
1957,Foreign Actor,Gunnar Björnstrand,,Smiles Of A Summer Night (Sommarnattens Leende),FALSE
1957,Foreign Actor,James Dean,,Rebel Without A Cause,FALSE
1957,Foreign Actor,Pierre Fresnay,,The  Unfrocked One (Le Défroqué),FALSE
1957,Foreign Actor,William Holden,,Picnic,FALSE
1957,Foreign Actor,Karl Malden,,Baby Doll,FALSE
1957,Foreign Actor,Frank Sinatra,,The Man With The Golden Arm,FALSE
1957,Foreign Actor,Spencer Tracy,,The Mountain,FALSE
1957,Foreign Actress,Anna Magnani,,The Rose Tattoo,TRUE
1957,Foreign Actress,Carroll Baker,,Baby Doll,FALSE
1957,Foreign Actress,Eva Dahlbeck,,Smiles Of A Summer Night (Sommarnattens Leende),FALSE
1957,Foreign Actress,Ava Gardner,,Bhowhani Junction,FALSE
1957,Foreign Actress,Susan Hayward,,I'll Cry Tomorrow,FALSE
1957,Foreign Actress,Shirley MacLaine,,The Trouble With Harry,FALSE
1957,Foreign Actress,Kim Novak,,Picnic,FALSE
1957,Foreign Actress,Marisa Pavan,,The Rose Tattoo,FALSE
1957,Foreign Actress,Maria Schell,,Gervaise,FALSE
1957,Foreign Actress,Jean Simmons,,Guys And Dolls,FALSE
1957,Most Promising Newcomer To Film,Eli Wallach,,Baby Doll,TRUE
1957,Most Promising Newcomer To Film,Stephen Boyd,,The Man Who Never Was,FALSE
1957,Most Promising Newcomer To Film,Don Murray,,Bus Stop,FALSE
1957,Most Promising Newcomer To Film,Susan Strasberg,,Picnic,FALSE
1957,Most Promising Newcomer To Film,Elizabeth Wilson,,Patterns Of Power,FALSE
1957,Special Award,The Red Balloon (Le Ballon Rouge),,,TRUE
1957,Special Award,Man In Space,,,FALSE
1957,Special Award,On The Twelfth Day,,,FALSE
1957,Special Award,Underwater Symphony,,,FALSE
1957,Special Award,The Door In The Wall,,,FALSE
1957,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Race For Life,,,TRUE
1957,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,To Your Health,,,FALSE
1957,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Great Locomotive Chase,,,FALSE
1957,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Pacific Destiny,,,FALSE
1957,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Under The Same Sky,,,FALSE
1958,Animated Film,Pan-Tele-Tron,,,TRUE
1958,Animated Film,The Shepherdess And The Chimneysweep (La Bergère Et Le Ramoneur),,,FALSE
1958,Animated Film,Earth Is A Battlefield,,,FALSE
1958,Animated Film,The Magic Fluke,,,FALSE
1958,British Actor,Alec Guinness,,The Bridge On The River Kwai,TRUE
1958,British Actor,Peter Finch,,Windom's Way,FALSE
1958,British Actor,Trevor Howard,,Manuela,FALSE
1958,British Actor,Laurence Olivier,,The Prince And The Showgirl,FALSE
1958,British Actor,Michael Redgrave,,Time Without Pity,FALSE
1958,British Actress,Heather Sears,,The Story Of Esther Costello,TRUE
1958,British Actress,Deborah Kerr,,Tea and Sympathy,FALSE
1958,British Actress,Sylvia Syms,,Woman In A Dressing Gown,FALSE
1958,British Film,The Bridge On The River Kwai,,,TRUE
1958,British Film,The Prince And The Showgirl,,,FALSE
1958,British Film,The Shiralee,,,FALSE
1958,British Film,Windom's Way,,,FALSE
1958,British Screenplay,The Bridge On The River Kwai,,Pierre Boulle,TRUE
1958,British Screenplay,Anastasia,,Arthur Laurents,FALSE
1958,British Screenplay,The Birthday Present,,Jack Whittingham,FALSE
1958,British Screenplay,Hell Drivers,,"John Kruse, C Raker Endfield",FALSE
1958,British Screenplay,The Man In The Sky,,"William Rose, John Eldridge",FALSE
1958,British Screenplay,The Prince And The Showgirl,,Terence Rattigan,FALSE
1958,British Screenplay,The Smallest Show On Earth,,"William Rose, John Eldridge",FALSE
1958,British Screenplay,The Story Of Esther Costello,,Charles Kaufman,FALSE
1958,British Screenplay,Windom's Way,,Jill Craigie,FALSE
1958,British Screenplay,Woman In A Dressing Gown,,Ted Willis,FALSE
1958,Documentary,Journey Into Spring,,,TRUE
1958,Documentary,City Of Gold,,,FALSE
1958,Documentary,Every Day Except Christmas,,,FALSE
1958,Documentary,Holiday,,,FALSE
1958,Documentary,The USA In The Thirties,,,FALSE
1958,Film From Any Source,The Bridge On The River Kwai,,,TRUE
1958,Film From Any Source,The Bachelor Party,,,FALSE
1958,Film From Any Source,A Man Escaped (Un Condamné A Mort S'Est Echappé),,,FALSE
1958,Film From Any Source,"Heaven Knows, Mr Allison",,,FALSE
1958,Film From Any Source,He Who Must Die (Celui Qui Doit Mourir),,,FALSE
1958,Film From Any Source,A Man Is Ten Feet Tall,,,FALSE
1958,Film From Any Source,Pather Panchali,,,FALSE
1958,Film From Any Source,Paths Of Glory,,,FALSE
1958,Film From Any Source,The Gates Of Paris (Porte Des Lilas),,,FALSE
1958,Film From Any Source,The Prince And The Showgirl,,,FALSE
1958,Film From Any Source,The Shiralee,,,FALSE
1958,Film From Any Source,That Night,,,FALSE
1958,Film From Any Source,3.10 To Yuma,,,FALSE
1958,Film From Any Source,The Tin Star,,,FALSE
1958,Film From Any Source,Twelve Angry Men,,,FALSE
1958,Film From Any Source,Windom's Way,,,FALSE
1958,Foreign Actor,Henry Fonda,,Twelve Angry Men,TRUE
1958,Foreign Actor,Richard Basehart,,Time Limit,FALSE
1958,Foreign Actor,Pierre Brasseur,,The Gates Of Paris (Porte Des Lilas),FALSE
1958,Foreign Actor,Tony Curtis,,The Sweet Smell of Success,FALSE
1958,Foreign Actor,Jean Gabin,,Pig Across Paris (La Traversée De Paris),FALSE
1958,Foreign Actor,Robert Mitchum,,"Heaven Knows, Mr Allison",FALSE
1958,Foreign Actor,Sidney Poitier,,A Man Is Ten Feet Tall,FALSE
1958,Foreign Actor,Ed Wynn,,The Great Man,FALSE
1958,Foreign Actress,Simone Signoret,,The Witches Of Salem (Les Sorcières De Salem),TRUE
1958,Foreign Actress,Augusta Dabney,,That Night,FALSE
1958,Foreign Actress,Katharine Hepburn,,The Rainmaker,FALSE
1958,Foreign Actress,Marilyn Monroe,,The Prince And The Showgirl,FALSE
1958,Foreign Actress,Lili Palmer,,Is Anna Anderson Anastasia? (Anastasia - Die Letzte Zarentochter),FALSE
1958,Foreign Actress,Eva Marie Saint,,A Hatful Of Rain,FALSE
1958,Foreign Actress,Joanne Woodward,,The Three Faces Of Eve,FALSE
1958,Most Promising Newcomer To Film,Eric Barker,,Brothers In Law,TRUE
1958,Most Promising Newcomer To Film,Mylene Demongeot,,The Witches Of Salem ( Les Sorcières De Salem),FALSE
1958,Most Promising Newcomer To Film,Elvi Hale,,True As A Turtle,FALSE
1958,Most Promising Newcomer To Film,James McArthur,,The Young Stranger,FALSE
1958,Most Promising Newcomer To Film,Keith Michell,,True As A Turtle,FALSE
1958,Special Award,A Chairy Tale,,,TRUE
1958,Special Award,Introducing Telex,,,FALSE
1958,Special Award,Successful Instruction,,,FALSE
1958,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Happy Road (La Route Joyeuse),,,TRUE
1958,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Like Paradise,,,FALSE
1958,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Out,,,FALSE
1959,Animated Film,The Little Island,,,TRUE
1959,Animated Film,The Juggler Of Our Lady,,,FALSE
1959,Animated Film,The Blackbird (Le Merle),,,FALSE
1959,British Actor,Trevor Howard,,The Key,TRUE
1959,British Actor,Michael Craig,,Sea Of Sand,FALSE
1959,British Actor,Laurence Harvey,,Room At The Top,FALSE
1959,British Actor,IS Johar,,Harry Black,FALSE
1959,British Actor,Anthony Quayle,,Ice Cold In Alex,FALSE
1959,British Actor,Terry Thomas,,Tom Thumb,FALSE
1959,British Actor,Donald Wolfit,,Room At The Top,FALSE
1959,British Actress,Irene Worth,,Orders To Kill,TRUE
1959,British Actress,Hermione Baddeley,,Room At The Top,FALSE
1959,British Actress,Karuna Banerjee,,The Unvanquished,FALSE
1959,British Actress,Virginia McKenna,,Carve Her Name With Pride,FALSE
1959,British Film,Room At The Top,,,TRUE
1959,British Film,Ice Cold In Alex,,,FALSE
1959,British Film,Indiscreet,,,FALSE
1959,British Film,Orders To Kill,,,FALSE
1959,British Film,Sea Of Sand,,,FALSE
1959,British Screenplay,Orders to Kill,,Paul Dehn,TRUE
1959,British Screenplay,Bonjour Tristesse,,Arthur Laurents,FALSE
1959,British Screenplay,A Cry From The Streets,,Vernon Harris,FALSE
1959,British Screenplay,Ice Cold In Alex,,TJ Morrison,FALSE
1959,British Screenplay,Indiscreet,,Norman Krasna,FALSE
1959,British Screenplay,The Inn of the Sixth Happiness,,Isobel Lennart,FALSE
1959,British Screenplay,The Key,,Carl Foreman,FALSE
1959,British Screenplay,The Man Upstairs,,Alun Falconer,FALSE
1959,British Screenplay,A Night To Remember,,Eric Ambler,FALSE
1959,British Screenplay,Violent Playground,,James Kennaway,FALSE
1959,Documentary,Glass (Glas),,,TRUE
1959,Documentary,The Forerunner,,,FALSE
1959,Documentary,Jabulani Afrika,,,FALSE
1959,Documentary,LS Lowry,,,FALSE
1959,Documentary,Secrets Of The Reef,,,FALSE
1959,Documentary,Wonders Of Chicago,,,FALSE
1959,Film From Any Source,Room At The Top,,,TRUE
1959,Film From Any Source,Cabiria (Le Notti Di Cabiria),,,FALSE
1959,Film From Any Source,Cat On A Hot Tin Roof,,,FALSE
1959,Film From Any Source,The Cranes Are Flying (Letyat Zhuravli),,,FALSE
1959,Film From Any Source,The Defiant Ones,,,FALSE
1959,Film From Any Source,Ice Cold In Alex,,,FALSE
1959,Film From Any Source,Indiscreet,,,FALSE
1959,Film From Any Source,No Down Payment,,,FALSE
1959,Film From Any Source,Orders To Kill,,,FALSE
1959,Film From Any Source,Sea Of Sand,,,FALSE
1959,Film From Any Source,The Sheepman,,,FALSE
1959,Film From Any Source,The Unvanquished (Aparajito),,,FALSE
1959,Film From Any Source,Wild Strawberries (Smultronstället),,,FALSE
1959,Film From Any Source,The Young Lions,,,FALSE
1959,Foreign Actor,Sidney Poitier,,The Defiant Ones,TRUE
1959,Foreign Actor,Marlon Brando,,The Young Lions,FALSE
1959,Foreign Actor,Tony Curtis,,The Defiant Ones,FALSE
1959,Foreign Actor,Glenn Ford,,The Sheepman,FALSE
1959,Foreign Actor,Curt Jurgens,,The Enemy Below/The Inn Of The Sixth Happiness,FALSE
1959,Foreign Actor,Charles Laughton,,Witness For The Prosecution,FALSE
1959,Foreign Actor,Paul Newman,,Cat On A Hot Tin Roof,FALSE
1959,Foreign Actor,Victor Sjostrom,,Wild Strawberries (Smultronstället),FALSE
1959,Foreign Actor,Spencer Tracy,,The Last Hurrah,FALSE
1959,Foreign Actress,Simone Signoret,,Room At The Top,TRUE
1959,Foreign Actress,Ingrid Bergman,,The Inn Of The Sixth Happiness,FALSE
1959,Foreign Actress,Anna Magnani,,Wild Is The Wind,FALSE
1959,Foreign Actress,Giulietta Masina,,Cabiria (Le Notti Di Cabiria),FALSE
1959,Foreign Actress,Tatyana Samojlova,,The Cranes Are Flying (Letyat Zhuravli),FALSE
1959,Foreign Actress,Elizabeth Taylor,,Cat on a Hot Tin Roof,FALSE
1959,Foreign Actress,Joanne Woodward,,No Down Payment,FALSE
1959,Most Promising Newcomer To Film,Paul Massie,,Orders To Kill,TRUE
1959,Most Promising Newcomer To Film,Red Buttons,,Sayonara,FALSE
1959,Most Promising Newcomer To Film,Teresa Izewska,,Canal,FALSE
1959,Most Promising Newcomer To Film,Mary Peach,,Room At The Top,FALSE
1959,Most Promising Newcomer To Film,Ronald Radd,,Camp On Blood Island,FALSE
1959,Most Promising Newcomer To Film,Maggie Smith,,Nowhere To Go,FALSE
1959,Most Promising Newcomer To Film,Gwen Vernon,,What Lola Wants,FALSE
1959,Special Award,The Children's Film Foundation,,,TRUE
1959,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Defiant Ones,,,TRUE
1959,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,People Like Maria,,,FALSE
1959,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Unknown Soldier (Tuntematon Sotilas),,,FALSE
1960,Animated Film,The Violinist,,Ernest Pintoff,TRUE
1960,Animated Film,Beep Peep,,,FALSE
1960,Animated Film,Dom,,"Walerian Borowczyk, Jan Lenica",FALSE
1960,Animated Film,Short And Suite,,"Norman McLaren, Evelyn Lambert",FALSE
1960,British Actor,Peter Sellers,,I'm All Right Jack,TRUE
1960,British Actor,Stanley Baker,,Yesterday's Enemy,FALSE
1960,British Actor,Richard Burton,,Look Back In Anger,FALSE
1960,British Actor,Peter Finch,,The Nun's Story,FALSE
1960,British Actor,Laurence Harvey,,Expresso Bongo,FALSE
1960,British Actor,Gordon Jackson,,Yesterday's Enemy,FALSE
1960,British Actor,Laurence Olivier,,The Devil's Disciple,FALSE
1960,British Actress,Audrey Hepburn,,The Nun's Story,TRUE
1960,British Actress,Peggy Ashcroft,,The Nun's Story,FALSE
1960,British Actress,Wendy Hiller,,Separate Tables,FALSE
1960,British Actress,Yvonne Mitchell,,Sapphire,FALSE
1960,British Actress,Sylvia Syms,,No Trees In The Street,FALSE
1960,British Actress,Kay Walsh,,The Horse's Mouth,FALSE
1960,British Film,Sapphire,,Basil Dearden,TRUE
1960,British Film,Look Back In Anger,,Tony Richardson,FALSE
1960,British Film,North West Frontier,,J Lee Thompson,FALSE
1960,British Film,Tiger Bay,,J Lee Thompson,FALSE
1960,British Film,Yesterday's Enemy,,Val Guest,FALSE
1960,British Screenplay,"I'm All Right, Jack",,"Frank Harvey, John Boulting, Alan Hackney",TRUE
1960,British Screenplay,Blind Date,,"Ben Barzman, Millard Lampell",FALSE
1960,British Screenplay,Expresso Bongo,,Wolf Mankowitz,FALSE
1960,British Screenplay,The Horse's Mouth,,Alec Guinness,FALSE
1960,British Screenplay,Look Back In Anger,,Nigel Kneale,FALSE
1960,British Screenplay,North West Frontier,,Robin Estridge,FALSE
1960,British Screenplay,No Trees In The Street,,Ted Willis,FALSE
1960,British Screenplay,Sapphire,,Janet Green,FALSE
1960,British Screenplay,Tiger Bay,,"John Hawkesworth, Shelley Smith",FALSE
1960,Film From Any Source,Ben Hur,,William Wyler,TRUE
1960,Film From Any Source,Anatomy Of A Murder,,Otto Preminger,FALSE
1960,Film From Any Source,The Face (Ansiktet),,Ingmar Bergman,FALSE
1960,Film From Any Source,The Big Country,,William Wyler,FALSE
1960,Film From Any Source,Compulsion,,Richard Fleischer,FALSE
1960,Film From Any Source,Gigi,,Vincente Minnelli,FALSE
1960,Film From Any Source,Look Back In Anger,,Tony Richardson,FALSE
1960,Film From Any Source,Maigret Sets A Trap (Maigret Tend Un Piège),,Jean Delannoy,FALSE
1960,Film From Any Source,North West Frontier,,J Lee Thompson,FALSE
1960,Film From Any Source,The Nun's Story,,Fred Zinnemann,FALSE
1960,Film From Any Source,Ashes And Diamonds (Popiól I Diament),,Andrzej Wajda,FALSE
1960,Film From Any Source,Sapphire,,Basil Dearden,FALSE
1960,Film From Any Source,Some Like It Hot,,Billy Wilder,FALSE
1960,Film From Any Source,Tiger Bay,,J Lee Thompson,FALSE
1960,Film From Any Source,Yesterday's Enemy,,Val Guest,FALSE
1960,Foreign Actor,Jack Lemmon,,Some Like It Hot,TRUE
1960,Foreign Actor,Zbigniew Cybulski,,Ashes And Diamonds (Popiól I Diament),FALSE
1960,Foreign Actor,Jean Desailly,,Maigret Sets A Trap (Maigret Tend Un Piège),FALSE
1960,Foreign Actor,Jean Gabin,,Maigret Sets A Trap (Maigret Tend Un Piège),FALSE
1960,Foreign Actor,Takashi Shimura,,Living,FALSE
1960,Foreign Actor,James Stewart,,Anatomy Of A Murder,FALSE
1960,Foreign Actress,Shirley MacLaine,,Ask Any Girl,TRUE
1960,Foreign Actress,Ava Gardner,,On The Beach,FALSE
1960,Foreign Actress,Susan Hayward,,I Want To Live,FALSE
1960,Foreign Actress,Ella Lambetti,,A Matter Of Dignity,FALSE
1960,Foreign Actress,Rosalind Russell,,Auntie Mame,FALSE
1960,Most Promising Newcomer To Film,Hayley Mills,,Tiger Bay,TRUE
1960,Most Promising Newcomer To Film,Gerry Duggan,,The Siege Of Pinchgut,FALSE
1960,Most Promising Newcomer To Film,Liz Fraser,,"I'm All Right, Jack",FALSE
