Year,CanonicalCategory,Category,Film,FilmId,Nominees,Winner,Detail
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"Ted Hirsch, CARL HAUGE, EDWARD REICHARD",TRUE,Laboratory
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,PARAMOUNT PICTURES CORP.,TRUE,Camera
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"ROY C. STEWART AND SONS, DR. C.R. DAILY, PARAMOUNT PICTURES CORP.",TRUE,Special Photographic
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Metro-Goldwyn-Mayer Studio,TRUE,Stage Operations
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"Daniel J. Bloomberg, John Pond, William Wade, Republic Studio",TRUE,Photography
1957,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Sayonara,tt0050933,Marlon Brando,,Major Lloyd Gruver
1957,ACTOR IN A LEADING ROLE,Actor in a Leading Role,A Hatful of Rain,tt0050487,Anthony Franciosa,,Polo
1957,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Bridge on the River Kwai,tt0050212,Alec Guinness,TRUE,Colonel Nicholson
1957,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Witness for the Prosecution,tt0051201,Charles Laughton,,Sir Wilfrid Robarts
1957,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Wild Is the Wind,tt0051193,Anthony Quinn,,Gino
1957,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Sayonara,tt0050933,Red Buttons,TRUE,Joe Kelly
1957,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,A Farewell to Arms,tt0050379,Vittorio De Sica,,Major Alessandro Rinaldi
1957,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Bridge on the River Kwai,tt0050212,Sessue Hayakawa,,Saito
1957,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Peyton Place,tt0050839,Arthur Kennedy,,Lucas Cross
1957,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Peyton Place,tt0050839,Russ Tamblyn,,Norman Page
1957,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,"Heaven Knows, Mr. Allison",tt0050490,Deborah Kerr,,Sister Angela
1957,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Wild Is the Wind,tt0051193,Anna Magnani,,Gioia
1957,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Raintree County,tt0050882,Elizabeth Taylor,,Susanna Drake
1957,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Peyton Place,tt0050839,Lana Turner,,Constance MacKenzie
1957,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Three Faces of Eve,tt0051077,Joanne Woodward,TRUE,Eve White/Eve Black/Jane
1957,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Bachelor Party,tt0050156,Carolyn Jones,,The Existentialist
1957,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Witness for the Prosecution,tt0051201,Elsa Lanchester,,Miss Plimsoll
1957,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Peyton Place,tt0050839,Hope Lange,,Selena Cross
1957,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Sayonara,tt0050933,Miyoshi Umeki,TRUE,Katsumi
1957,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Peyton Place,tt0050839,Diane Varsi,,Allison MacKenzie
1957,ART DIRECTION,Art Direction,Funny Face,tt0050419,"Hal Pereira, George W. Davis, Sam Comer, Ray Moyer",,
1957,ART DIRECTION,Art Direction,Les Girls,tt0050631,"William A. Horning, Gene Allen, Edwin B. Willis, Richard Pefferle",,
1957,ART DIRECTION,Art Direction,Pal Joey,tt0050815,"Walter Holscher, William Kiernan, Louis Diage",,
1957,ART DIRECTION,Art Direction,Raintree County,tt0050882,"William A. Horning, Urie McCleary, Edwin B. Willis, Hugh Hunt",,
1957,ART DIRECTION,Art Direction,Sayonara,tt0050933,"Ted Haworth, Robert Priestley",TRUE,
1957,CINEMATOGRAPHY,Cinematography,An Affair to Remember,tt0050105,Milton Krasner,,
1957,CINEMATOGRAPHY,Cinematography,The Bridge on the River Kwai,tt0050212,Jack Hildyard,TRUE,
1957,CINEMATOGRAPHY,Cinematography,Funny Face,tt0050419,Ray June,,
1957,CINEMATOGRAPHY,Cinematography,Peyton Place,tt0050839,William Mellor,,
1957,CINEMATOGRAPHY,Cinematography,Sayonara,tt0050933,Ellsworth Fredricks,,
1957,COSTUME DESIGN,Costume Design,An Affair to Remember,tt0050105,Charles LeMaire,,
1957,COSTUME DESIGN,Costume Design,Funny Face,tt0050419,"Edith Head, Hubert de Givenchy",,
1957,COSTUME DESIGN,Costume Design,Les Girls,tt0050631,Orry-Kelly,TRUE,
1957,COSTUME DESIGN,Costume Design,Pal Joey,tt0050815,Jean Louis,,
1957,COSTUME DESIGN,Costume Design,Raintree County,tt0050882,Walter Plunkett,,
1957,DIRECTING,Directing,The Bridge on the River Kwai,tt0050212,David Lean,TRUE,
1957,DIRECTING,Directing,Peyton Place,tt0050839,Mark Robson,,
1957,DIRECTING,Directing,Sayonara,tt0050933,Joshua Logan,,
1957,DIRECTING,Directing,12 Angry Men,tt0050083,Sidney Lumet,,
1957,DIRECTING,Directing,Witness for the Prosecution,tt0051201,Billy Wilder,,
1957,DOCUMENTARY (Feature),Documentary (Feature),Albert Schweitzer,tt0050109,Jerome Hill,TRUE,
1957,DOCUMENTARY (Feature),Documentary (Feature),On the Bowery,tt0050800,Lionel Rogosin,,
1957,DOCUMENTARY (Feature),Documentary (Feature),Torero!,tt0051099,Manuel Barbachano Ponce,,
1957,FILM EDITING,Film Editing,The Bridge on the River Kwai,tt0050212,Peter Taylor,TRUE,
1957,FILM EDITING,Film Editing,Gunfight at the O.K. Corral,tt0050468,Warren Low,,
1957,FILM EDITING,Film Editing,Pal Joey,tt0050815,"Viola Lawrence, Jerome Thoms",,
1957,FILM EDITING,Film Editing,Sayonara,tt0050933,"Arthur P. Schmidt, Philip W. Anderson",,
1957,FILM EDITING,Film Editing,Witness for the Prosecution,tt0051201,Daniel Mandell,,
1957,INTERNATIONAL FEATURE FILM,International Feature Film,The Devil Came at Night,tt0050746,,,
1957,INTERNATIONAL FEATURE FILM,International Feature Film,Gates of Paris,tt0050850,,,
1957,INTERNATIONAL FEATURE FILM,International Feature Film,Mother India,tt0050188,,,
1957,INTERNATIONAL FEATURE FILM,International Feature Film,The Nights of Cabiria,tt0050783,,TRUE,
1957,INTERNATIONAL FEATURE FILM,International Feature Film,Nine Lives,tt0050762,,,
1957,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),An Affair to Remember,tt0050105,Hugo Friedhofer,,
1957,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Boy on a Dolphin,tt0050208,Hugo Friedhofer,,
1957,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The Bridge on the River Kwai,tt0050212,Malcolm Arnold,TRUE,
1957,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Perri,tt0050837,Paul Smith,,
1957,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Raintree County,tt0050882,Johnny Green,,
1957,MUSIC (Original Song),Music (Original Song),An Affair to Remember,tt0050105,"Harry Warren, Harold Adamson, Leo McCarey",,An Affair To Remember
1957,MUSIC (Original Song),Music (Original Song),The Joker Is Wild,tt0050569,"James Van Heusen, Sammy Cahn",TRUE,All The Way
1957,MUSIC (Original Song),Music (Original Song),April Love,tt0050135,"Sammy Fain, Paul Francis Webster",,April Love
1957,MUSIC (Original Song),Music (Original Song),Tammy and the Bachelor,tt0051051,"Ray Evans, Jay Livingston",,Tammy
1957,MUSIC (Original Song),Music (Original Song),Wild Is the Wind,tt0051193,"Dimitri Tiomkin, Ned Washington",,Wild Is The Wind
1957,BEST PICTURE,Best Picture,The Bridge on the River Kwai,tt0050212,Sam Spiegel,TRUE,
1957,BEST PICTURE,Best Picture,Peyton Place,tt0050839,Jerry Wald,,
1957,BEST PICTURE,Best Picture,Sayonara,tt0050933,William Goetz,,
1957,BEST PICTURE,Best Picture,12 Angry Men,tt0050083,"Henry Fonda, Reginald Rose",,
1957,BEST PICTURE,Best Picture,Witness for the Prosecution,tt0051201,Arthur Hornblow Jr.,,
1957,SHORT FILM (Animated),Short Film (Animated),Birds Anonymous,tt0050194,Edward Selzer,TRUE,
1957,SHORT FILM (Animated),Short Film (Animated),One Droopy Knight,tt0050802,"William Hanna, Joseph Barbera",,
1957,SHORT FILM (Animated),Short Film (Animated),Tabasco Road,tt0051044,Edward Selzer,,
1957,SHORT FILM (Animated),Short Film (Animated),Trees and Jamaica Daddy,tt0051108,Stephen Bosustow,,
1957,SHORT FILM (Animated),Short Film (Animated),The Truth about Mother Goose,tt0051115,Walt Disney,,
1957,SHORT FILM (Live Action),Short Film (Live Action),A Chairy Tale,tt0050534,Norman McLaren,,
1957,SHORT FILM (Live Action),Short Film (Live Action),City of Gold,tt0050255,Tom Daly,,
1957,SHORT FILM (Live Action),Short Film (Live Action),Foothold on Antarctica,tt0050403,James Carr,,
1957,SHORT FILM (Live Action),Short Film (Live Action),Portugal,tt0050851,Ben Sharpsteen,,
1957,SHORT FILM (Live Action),Short Film (Live Action),The Wetback Hound,tt0051187,Larry Lansburgh,TRUE,
1957,SOUND RECORDING,Sound Recording,Gunfight at the O.K. Corral,tt0050468,"Paramount, George Dutton",,
1957,SOUND RECORDING,Sound Recording,Les Girls,tt0050631,"Metro-Goldwyn-Mayer, Dr. Wesley C. Miller",,
1957,SOUND RECORDING,Sound Recording,Pal Joey,tt0050815,"Columbia, John P. Livadary",,
1957,SOUND RECORDING,Sound Recording,Sayonara,tt0050933,"Warner Bros., George Groves",TRUE,
1957,SOUND RECORDING,Sound Recording,Witness for the Prosecution,tt0051201,"Samuel Goldwyn, Gordon E. Sawyer",,
1957,VISUAL EFFECTS,Visual Effects,The Enemy Below,tt0050356,Walter Rossi,TRUE,
1957,VISUAL EFFECTS,Visual Effects,The Spirit of St. Louis,tt0051003,Louis Lichtenfield,,
1957,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Bridge on the River Kwai,tt0050212,"Michael Wilson, Carl Foreman, Pierre Boulle",TRUE,
1957,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),"Heaven Knows, Mr. Allison",tt0050490,"John Lee Mahin, John Huston",,
1957,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Peyton Place,tt0050839,John Michael Hayes,,
1957,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Sayonara,tt0050933,Paul Osborn,,
1957,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),12 Angry Men,tt0050083,Reginald Rose,,
1957,WRITING (Original Screenplay),Writing (Original Screenplay),Designing Woman,tt0050306,George Wells,TRUE,
1957,WRITING (Original Screenplay),Writing (Original Screenplay),Funny Face,tt0050419,Leonard Gershe,,
1957,WRITING (Original Screenplay),Writing (Original Screenplay),Man of a Thousand Faces,tt0050681,"Ralph Wheelwright, R. Wright Campbell, Ivan Goff, Ben Roberts",,
1957,WRITING (Original Screenplay),Writing (Original Screenplay),The Tin Star,tt0051087,"Barney Slater, Joel Kane, Dudley Nichols",,
1957,WRITING (Original Screenplay),Writing (Original Screenplay),Vitelloni,tt0046521,"Federico Fellini, Ennio Flaiano, Tullio Pinelli",,
1957,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Samuel Goldwyn,TRUE,
1957,HONORARY AWARD,Honorary Award,,,Charles Brackett,TRUE,
1957,HONORARY AWARD,Honorary Award,,,B.B. Kahane,TRUE,
1957,HONORARY AWARD,Honorary Award,,,"Gilbert M. (\""Broncho Billy\"") Anderson",TRUE,
1957,HONORARY AWARD,Honorary Award,,,Society of Motion Picture and Television Engineers,TRUE,
1957,SCIENTIFIC OR TECHNICAL AWARD (Class I),Scientific or Technical Award (Class I),,,"the TODD-AO CORP., WESTREX CORP.",TRUE,Systems
1957,SCIENTIFIC OR TECHNICAL AWARD (Class I),Scientific or Technical Award (Class I),,,The Motion Picture Research Council,TRUE,Projection
1957,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,SOCIÉTÉ D'OPTIQUE ET DE MECANIQUE DE HAUTE PRECISION,TRUE,Lenses and Filters
1957,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"Harlan L. Baumbach, LORAND WARGO, HOWARD M. LITTLE, the UNICORN ENGINEERING CORP.",TRUE,Laboratory
1957,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"Charles E. Sutter, WILLIAM B. SMITH, PARAMOUNT PICTURES CORP., GENERAL CABLE CORP.",TRUE,Stage Operations
1958,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Defiant Ones,tt0051525,Tony Curtis,,John 'Joker' Jackson
1958,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Cat on a Hot Tin Roof,tt0051459,Paul Newman,,Brick Pollitt
1958,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Separate Tables,tt0052182,David Niven,TRUE,Major Pollock
1958,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Defiant Ones,tt0051525,Sidney Poitier,,Noah Cullen
1958,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Old Man and the Sea,tt0052027,Spencer Tracy,,The Old Man
1958,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Defiant Ones,tt0051525,Theodore Bikel,,Sheriff Max Muller
1958,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Brothers Karamazov,tt0051435,Lee J. Cobb,,Fyodor Karamazov
1958,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Big Country,tt0051411,Burl Ives,TRUE,Rufus Hannassey
1958,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Some Came Running,tt0052218,Arthur Kennedy,,Frank Hirsh
1958,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Teacher's Pet,tt0052278,Gig Young,,Dr. Hugo Pine
1958,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,I Want to Live!,tt0051758,Susan Hayward,TRUE,Barbara Graham
1958,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Separate Tables,tt0052182,Deborah Kerr,,Sibyl Railton-Bell
1958,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Some Came Running,tt0052218,Shirley MacLaine,,Ginny Moorhead
1958,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Auntie Mame,tt0051383,Rosalind Russell,,Auntie Mame Dennis
1958,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Cat on a Hot Tin Roof,tt0051459,Elizabeth Taylor,,Maggie Pollitt
1958,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Auntie Mame,tt0051383,Peggy Cass,,Agnes Gooch
1958,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Separate Tables,tt0052182,Wendy Hiller,TRUE,Pat Cooper
1958,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Some Came Running,tt0052218,Martha Hyer,,Gwen French
1958,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Lonelyhearts,tt0053017,Maureen Stapleton,,Fay Doyle
1958,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Defiant Ones,tt0051525,Cara Williams,,The Woman
1958,ART DIRECTION,Art Direction,Auntie Mame,tt0051383,"Malcolm Bert, George James Hopkins",,
1958,ART DIRECTION,Art Direction,"Bell, Book and Candle",tt0051406,"Cary Odell, Louis Diage",,
1958,ART DIRECTION,Art Direction,A Certain Smile,tt0051466,"Lyle R. Wheeler, John DeCuir, Walter M. Scott, Paul S. Fox",,
1958,ART DIRECTION,Art Direction,Gigi,tt0051658,"William A. Horning, Preston Ames, Henry Grace, Keogh Gleason",TRUE,
1958,ART DIRECTION,Art Direction,Vertigo,tt0052357,"Hal Pereira, Henry Bumstead, Sam Comer, Frank McKelvy",,
1958,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),The Defiant Ones,tt0051525,Sam Leavitt,TRUE,
1958,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Desire under the Elms,tt0051534,Daniel L. Fapp,,
1958,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),I Want to Live!,tt0051758,Lionel Lindon,,
1958,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Separate Tables,tt0052182,Charles Lang Jr.,,
1958,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),The Young Lions,tt0052415,Joe MacDonald,,
1958,CINEMATOGRAPHY (Color),Cinematography (Color),Auntie Mame,tt0051383,Harry Stradling Sr.,,
1958,CINEMATOGRAPHY (Color),Cinematography (Color),Cat on a Hot Tin Roof,tt0051459,William Daniels,,
1958,CINEMATOGRAPHY (Color),Cinematography (Color),Gigi,tt0051658,Joseph Ruttenberg,TRUE,
1958,CINEMATOGRAPHY (Color),Cinematography (Color),The Old Man and the Sea,tt0052027,James Wong Howe,,
1958,CINEMATOGRAPHY (Color),Cinematography (Color),South Pacific,tt0052225,Leon Shamroy,,
1958,COSTUME DESIGN,Costume Design,"Bell, Book and Candle",tt0051406,Jean Louis,,
1958,COSTUME DESIGN,Costume Design,The Buccaneer,tt0051436,"Ralph Jester, Edith Head, John Jensen",,
1958,COSTUME DESIGN,Costume Design,A Certain Smile,tt0051466,"Charles LeMaire, Mary Wills",,
1958,COSTUME DESIGN,Costume Design,Gigi,tt0051658,Cecil Beaton,TRUE,
1958,COSTUME DESIGN,Costume Design,Some Came Running,tt0052218,Walter Plunkett,,
1958,DIRECTING,Directing,Cat on a Hot Tin Roof,tt0051459,Richard Brooks,,
1958,DIRECTING,Directing,The Defiant Ones,tt0051525,Stanley Kramer,,
1958,DIRECTING,Directing,Gigi,tt0051658,Vincente Minnelli,TRUE,
1958,DIRECTING,Directing,I Want to Live!,tt0051758,Robert Wise,,
1958,DIRECTING,Directing,The Inn of the Sixth Happiness,tt0051776,Mark Robson,,
1958,DOCUMENTARY (Feature),Documentary (Feature),Antarctic Crossing,tt0051366,James Carr,,
1958,DOCUMENTARY (Feature),Documentary (Feature),The Hidden World,tt0051719,Robert Snyder,,
1958,DOCUMENTARY (Feature),Documentary (Feature),Psychiatric Nursing,tt0052098,Nathan Zucker,,
1958,DOCUMENTARY (Feature),Documentary (Feature),White Wilderness,tt0052389,Ben Sharpsteen,TRUE,
1958,DOCUMENTARY (Short Subject),Documentary (Short Subject),Ama Girls,tt0051339,Ben Sharpsteen,TRUE,
1958,DOCUMENTARY (Short Subject),Documentary (Short Subject),Employees Only,tt0051578,Kenneth G. Brown,,
1958,DOCUMENTARY (Short Subject),Documentary (Short Subject),Journey into Spring,tt0051802,Ian Ferguson,,
1958,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Living Stone,tt0051872,Tom Daly,,
1958,DOCUMENTARY (Short Subject),Documentary (Short Subject),Overture,tt0052020,Thorold Dickinson,,
1958,FILM EDITING,Film Editing,Auntie Mame,tt0051383,William Ziegler,,
1958,FILM EDITING,Film Editing,Cowboy,tt0051496,"William A. Lyon, Al Clark",,
1958,FILM EDITING,Film Editing,The Defiant Ones,tt0051525,Frederic Knudtson,,
1958,FILM EDITING,Film Editing,Gigi,tt0051658,Adrienne Fazan,TRUE,
1958,FILM EDITING,Film Editing,I Want to Live!,tt0051758,William Hornbeck,,
1958,INTERNATIONAL FEATURE FILM,International Feature Film,Arms and the Man,tt0051712,,,
1958,INTERNATIONAL FEATURE FILM,International Feature Film,La Venganza,tt0051155,,,
1958,INTERNATIONAL FEATURE FILM,International Feature Film,My Uncle,tt0050706,,TRUE,
1958,INTERNATIONAL FEATURE FILM,International Feature Film,The Road a Year Long,tt0052250,,,
1958,INTERNATIONAL FEATURE FILM,International Feature Film,The Usual Unidentified Thieves,tt0052216,,,
1958,MUSIC (Original Score),Music (Original Score),The Big Country,tt0051411,Jerome Moross,,
1958,MUSIC (Original Score),Music (Original Score),The Old Man and the Sea,tt0052027,Dimitri Tiomkin,TRUE,
1958,MUSIC (Original Score),Music (Original Score),Separate Tables,tt0052182,David Raksin,,
1958,MUSIC (Original Score),Music (Original Score),White Wilderness,tt0052389,Oliver Wallace,,
1958,MUSIC (Original Score),Music (Original Score),The Young Lions,tt0052415,Hugo Friedhofer,,
1958,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The Bolshoi Ballet,tt0051427,"Yuri Faier, G. Rozhdestvensky",,
1958,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Damn Yankees,tt0051516,Ray Heindorf,,
1958,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Gigi,tt0051658,Andre Previn,TRUE,
1958,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Mardi Gras,tt0051908,Lionel Newman,,
1958,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),South Pacific,tt0052225,"Alfred Newman, Ken Darby",,
1958,MUSIC (Original Song),Music (Original Song),Houseboat,tt0051745,"Jay Livingston, Ray Evans",,Almost In Your Arms (Love Song From 'Houseboat')
1958,MUSIC (Original Song),Music (Original Song),A Certain Smile,tt0051466,"Sammy Fain, Paul Francis Webster",,A Certain Smile
1958,MUSIC (Original Song),Music (Original Song),Gigi,tt0051658,"Frederick Loewe, Alan Jay Lerner",TRUE,Gigi
1958,MUSIC (Original Song),Music (Original Song),Some Came Running,tt0052218,"James Van Heusen, Sammy Cahn",,To Love And Be Loved
1958,MUSIC (Original Song),Music (Original Song),Marjorie Morningstar,tt0051911,"Sammy Fain, Paul Francis Webster",,A Very Precious Love
1958,BEST PICTURE,Best Picture,Auntie Mame,tt0051383,Warner Bros.,,
1958,BEST PICTURE,Best Picture,Cat on a Hot Tin Roof,tt0051459,Lawrence Weingarten,,
1958,BEST PICTURE,Best Picture,The Defiant Ones,tt0051525,Stanley Kramer,,
1958,BEST PICTURE,Best Picture,Gigi,tt0051658,Arthur Freed,TRUE,
1958,BEST PICTURE,Best Picture,Separate Tables,tt0052182,Harold Hecht,,
1958,SHORT FILM (Animated),Short Film (Animated),Knighty Knight Bugs,tt0051825,John W. Burton,TRUE,
1958,SHORT FILM (Animated),Short Film (Animated),Paul Bunyan,tt0052056,Walt Disney,,
1958,SHORT FILM (Animated),Short Film (Animated),Sidney's Family Tree,tt0052195,William M. Weiss,,
1958,SHORT FILM (Live Action),Short Film (Live Action),Grand Canyon,tt0051677,Walt Disney,TRUE,
1958,SHORT FILM (Live Action),Short Film (Live Action),Journey into Spring,tt0051802,Ian Ferguson,,
1958,SHORT FILM (Live Action),Short Film (Live Action),The Kiss,tt0051821,John Patrick Hayes,,
1958,SHORT FILM (Live Action),Short Film (Live Action),Snows of Aorangi,tt0052208,New Zealand Screen Board,,
1958,SHORT FILM (Live Action),Short Film (Live Action),T Is for Tumbleweed,tt0052267,James A. Lebenthal,,
1958,SOUND MIXING,Sound Mixing,I Want to Live!,tt0051758,"Samuel Goldwyn, Gordon E. Sawyer",,
1958,SOUND MIXING,Sound Mixing,South Pacific,tt0052225,"Todd-AO, Fred Hynes",TRUE,
1958,SOUND MIXING,Sound Mixing,A Time to Love and a Time to Die,tt0052296,"Universal-International, Leslie I. Carey",,
1958,SOUND MIXING,Sound Mixing,Vertigo,tt0052357,"Paramount, George Dutton",,
1958,SOUND MIXING,Sound Mixing,The Young Lions,tt0052415,"20th Century-Fox, Carl Faulkner",,
1958,VISUAL EFFECTS,Visual Effects,tom thumb,tt0052427,Tom Howard,TRUE,
1958,VISUAL EFFECTS,Visual Effects,Torpedo Run,tt0052303,"A. Arnold Gillespie, Harold Humbrock",,
1958,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Cat on a Hot Tin Roof,tt0051459,"Richard Brooks, James Poe",,
1958,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Gigi,tt0051658,Alan Jay Lerner,TRUE,
1958,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Horse's Mouth,tt0051739,Alec Guinness,,
1958,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),I Want to Live!,tt0051758,"Nelson Gidding, Don Mankiewicz",,
1958,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Separate Tables,tt0052182,"Terence Rattigan, John Gay",,
1958,WRITING (Original Screenplay),Writing (Original Screenplay),The Defiant Ones,tt0051525,"Nedrick Young, Harold Jacob Smith",TRUE,
1958,WRITING (Original Screenplay),Writing (Original Screenplay),The Goddess,tt0051667,Paddy Chayefsky,,
1958,WRITING (Original Screenplay),Writing (Original Screenplay),Houseboat,tt0051745,"Melville Shavelson, Jack Rose",,
1958,WRITING (Original Screenplay),Writing (Original Screenplay),The Sheepman,tt0052190,"James Edward Grant, William Bowers",,
1958,WRITING (Original Screenplay),Writing (Original Screenplay),Teacher's Pet,tt0052278,"Fay Kanin, Michael Kanin",,
1958,HONORARY AWARD,Honorary Award,,,Maurice Chevalier,TRUE,
1958,IRVING G. THALBERG MEMORIAL AWARD,Irving G. Thalberg Memorial Award,,,Jack L. Warner,TRUE,
1958,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"Don W. Prideaux, LEROY G. LEIGHTON, GENERAL ELECTRIC CO.",TRUE,Lighting
1958,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,Panavision INC.,TRUE,Lenses and Filters
1958,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,WILLY BORBERG,TRUE,Projection
1958,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"Fred Ponedel, GEORGE BROWN, CONRAD BOYE",TRUE,Stage Operations
1959,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Room at the Top,tt0053226,Laurence Harvey,,Joe Lampton
1959,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Ben-Hur,tt0052618,Charlton Heston,TRUE,Judah Ben-Hur
1959,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Some Like It Hot,tt0053291,Jack Lemmon,,Jerry/Daphne
1959,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Last Angry Man,tt0052990,Paul Muni,,Dr. Sam Abelman
1959,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Anatomy of a Murder,tt0052561,James Stewart,,Paul Biegler
1959,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Ben-Hur,tt0052618,Hugh Griffith,TRUE,Sheik Ilderim
1959,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Anatomy of a Murder,tt0052561,Arthur O'Connell,,Parnell McCarthy
1959,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Anatomy of a Murder,tt0052561,George C. Scott,,Claude Dancer
1959,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Young Philadelphians,tt0053462,Robert Vaughn,,Chester Gwynn
1959,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Diary of Anne Frank,tt0052738,Ed Wynn,,Mr. Dussell
1959,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Pillow Talk,tt0053172,Doris Day,,Jan Morrow
